number_offices,activities_conducted,year,job_id,pdf_key,filing_id,number_employees,ein,region,specific_type_activity,total_expenditures,source_url
,,2010,161ddd5a7a09e2d61f5bcb0cb0f6c653c7fb12bfd0c547fd1eb8bf79371d08b8,EIN_942763845_YEAR_2010_FORMTYPE_990.pdf,942763845_2010,,942763845,(8),,,https://projects.propublica.org/nonprofits/download-filing?path=2012_03_EO%2F94-2763845_990_201012.pdf
,,2010,161ddd5a7a09e2d61f5bcb0cb0f6c653c7fb12bfd0c547fd1eb8bf79371d08b8,EIN_942763845_YEAR_2010_FORMTYPE_990.pdf,942763845_2010,,942763845,(9),,,https://projects.propublica.org/nonprofits/download-filing?path=2012_03_EO%2F94-2763845_990_201012.pdf
,,2010,161ddd5a7a09e2d61f5bcb0cb0f6c653c7fb12bfd0c547fd1eb8bf79371d08b8,EIN_942763845_YEAR_2010_FORMTYPE_990.pdf,942763845_2010,,942763845,(10),,,https://projects.propublica.org/nonprofits/download-filing?path=2012_03_EO%2F94-2763845_990_201012.pdf
,,2010,161ddd5a7a09e2d61f5bcb0cb0f6c653c7fb12bfd0c547fd1eb8bf79371d08b8,EIN_942763845_YEAR_2010_FORMTYPE_990.pdf,942763845_2010,,942763845,(11),,,https://projects.propublica.org/nonprofits/download-filing?path=2012_03_EO%2F94-2763845_990_201012.pdf
5,"PROGRAM,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,61,541722887,SUB-SAHARAN AFRICA,"LAND RIGHTS/POLICE BRUTALITY/SEXUAL VIOLENCE: INVESTIGATION, VICTIM SERVICES (LEGAL,",4402754,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
0,"FUNDRAISING,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,0,541722887,SUB-SAHARAN AFRICA,,678673,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
9,,2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,149,541722887,Totals,,10.195.819,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
2,"PROGRAM,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,11,541722887,CENTRAL AMERICA AND THE CARIBBEAN,"SEXUAL VIOLENCE: INVESTIGATION, VICTIM SERVICES (LEGAL, PSYCHOSOCIAL) CAPACITY",1068426,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
0,"FUNDRAISING,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,0,541722887,CENTRAL AMERICA AND THE CARIBBEAN,,83522,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
4,PROGRAM.,2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,82,541722887,EAST ASIA AND THE PACIFIC,"LEGAL STATUS DOCUMENTATION; SEXUAL VIOLENCE/TRAFFICKING: INVESTIGATION, VICTIM",4378423,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
0,"FUNDRAISING,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,0,541722887,EAST ASIA AND THE PACIFIC,,723828,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
1,PROGRAM.,2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,1,541722887,EUROPE,"EDUCATION,",348644,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
0,PROGRAM.,2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,0,541722887,NORTH AMERICA,"EDUCATION,",336719,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
2,"PROGRAM,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,10,541722887,SOUTH AMERICA,"SEXUAL VIOLENCE/TRAFFICKING INVESTIGATION VICTIM SERVICES (LEGAL,",948112,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
0,"FUNDRAISING,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,0,541722887,SOUTH AMERICA,,83232,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
18,,2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,253,541722887,Totals,,18.166.725,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
4,"PROGRAM,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,88,541722887,SOUTH ASIA,"TRAFFICKING/FORCED LABOR: INVESTIGATION, VICTIM SERVICES (LEGAL, PSYCHOSOCIAL), CAPACITY",4431212,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
0,"FUNDRAISING,",2008,47f6bb181c29a038123e955201beae70880ecb30635499ca9fedde614caa92d8,EIN_541722887_YEAR_2008_FORMTYPE_990.pdf,541722887_2008,0,541722887,SOUTH ASIA,,683180,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F54-1722887_990_200812.pdf
0,fundraising,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,0,541722887,Sub-Saharan Africa,,749313,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
17,,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,247,541722887,Totals,,19963415,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
1,Programs/Grantmaking,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,10,541722887,CENTRAL AMERICA,"Sexual Violence Investigation, victim services (legal, psychosocial), capacity building, education",786013,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
0,FundRaising,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,0,541722887,CENTRAL AMERICA,,140027,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
4,program,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,83,541722887,East Asia and the Pacific,"Legal Status Documentation, Sexual Violence/Trafficking Investigation, victim services (legal, psychosocial), capacity building, education",4846381,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
0,fundraising,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,0,541722887,East Asia and the Pacific,,821404,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
2,program,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,2,541722887,Europe,education,859073,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
1,program,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,1,541722887,north America,education,451484,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
1,Programs/Grantmaking,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,7,541722887,South America,"Sexual /iolence/Trafficking Investigation, victim services (legal, psychosocial), capacity building, education",788309,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
0,fundraising,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,0,541722887,South America,,102065,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
4,Programs/Grantmaking,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,87,541722887,South Asia,"Trafficking/Forced Labor Investigation, victim services (legal, psychosocial), capacity building, education",5043224,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
0,FUNDRAISING,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,0,541722887,South Asia,,907596,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
4,program,2009,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,541722887_2009,57,541722887,Sub-Saharan Africa,"Land Rights/Police Brutality/Sexual Violence Investigation, victim services (legal, psychosocial), capacity building, education",4468526,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf
,GRANT MAKING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,SOUTH AMERICA,,124062,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,FUNDRAISING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,SOUTH AMERICA,,71601,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
4,PROGRAM SERVICES,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,118,541722887,SOUTH ASIA,"SEXUAL VIOLENCE/ TRAFFICKING/ FORCED LABOR INVESTIGATION VICTIM SERVICES (LEGAL, PSYCHOSOCIAL) CAPACITY BUILDING, EDUCATION",5241422,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,GRANT MAKING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,SOUTH ASIA,,93588,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,FUNDRAISING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,SOUTH ASIA,,696414,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
4,PROGRAM SERVICES,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,58,541722887,SUB-SAHARAN AFRICA,"LAND RIGHTS/POLICE BRUTALITY/SEXUAL VIOLENCE INVESTIGATION VICTIM SERVICES (LEGAL, PSYCHOSOCIAL), CAPACITY BUILDING, EDUCATION",4774900,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,GRANT MAKING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,SUB-SAHARAN AFRICA,,11012,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,FUNDRAISING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,SUB-SAHARAN AFRICA,,602621,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,See Add'I Data,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
1,PROGRAM SERVICES,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,11,541722887,CENTRAL AMERICA AND THE CARIBBEAN,"SEXUAL VIOLENCE INVESTIGATION, VICTIM SERVICES (LEGAL, PSYCHOSOCIAL), CAPACITY BUILDING, EDUCATION",995474,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,GRANT MAKING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,CENTRAL AMERICA AND THE CARIBBEAN,,53724,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,FUNDRAISING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,CENTRAL AMERICA AND THE CARIBBEAN,,118818,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
6,PROGRAM SERVICES,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,80,541722887,EAST ASIA AND THE PACIFIC,"LEGAL STATUS DOCUMENTATION, SEXUAL IOLENCE/TRAFFICKING INVESTIAGTION, VICTIM SERVICES (LEGAL, PSYCHOSOCIAL), CAPACITY BUILDING, EDUCATION",6515163,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,GRANT MAKING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,EAST ASIA AND THE PACIFIC,,16259,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,FUNDRAISING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,EAST ASIA AND THE PACIFIC,,792912,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
3,PROGRAM SERVICES,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,3,541722887,EUROPE (INCLUDING ICELAND & GREENLAND),EDUCATION,1374949,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
,GRANT MAKING,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,,541722887,EUROPE (INCLUDING ICELAND & GREENLAND),,58090,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
1,PROGRAM SERVICES,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,1,541722887,NORTH AMERICA,EDUCATION,458539,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
1,PROGRAM SERVICES,2010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,541722887_2010,11,541722887,SOUTH AMERICA,"SEXUAL VIOLENCE/TRAFFICKING INVESTIGATION, VICTIM SERVICES (LEGAL, PSYCHOSOCIAL), CAPACITY BUILDING, EDUCATION",889788,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf
1,Program Service,2009,d65d5d6f788ae678e2838d43f0d293f5e46d8118f137a04fc8cbe8077e5b375e,EIN_362387148_YEAR_2009_FORMTYPE_990.pdf,362387148_2009,6,362387148,Europe,Semester In Spain academic program,821597,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F36-2387148_990_200906.pdf
1,,2009,d65d5d6f788ae678e2838d43f0d293f5e46d8118f137a04fc8cbe8077e5b375e,EIN_362387148_YEAR_2009_FORMTYPE_990.pdf,362387148_2009,6,362387148,Totals,,821597,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F36-2387148_990_200906.pdf
1,Program Services,2010,5e6221ba5cdefc50a6ad761421f283b20ee3120cd50f28c25cdba9b1f5348c9b,EIN_362387148_YEAR_2010_FORMTYPE_990.pdf,362387148_2010,6,362387148,Europe (Including Iceland & Greenland),Semester In Spain academic program,830436,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F36-2387148_990_201006.pdf
1,,2010,5e6221ba5cdefc50a6ad761421f283b20ee3120cd50f28c25cdba9b1f5348c9b,EIN_362387148_YEAR_2010_FORMTYPE_990.pdf,362387148_2010,6,362387148,Totals,,830436,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F36-2387148_990_201006.pdf
0,Program Services,2009,8e4634737545c118cef7be62225c9845f46797eb7d519e59a78d61327926f100,EIN_541061178_YEAR_2009_FORMTYPE_990.pdf,541061178_2009,1,541061178,Europe (including Iceland and Greenland),Fund study abroad programs,157948,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F54-1061178_990_200906.pdf
0,Program Services,2009,8e4634737545c118cef7be62225c9845f46797eb7d519e59a78d61327926f100,EIN_541061178_YEAR_2009_FORMTYPE_990.pdf,541061178_2009,0,541061178,Central America and the Caribbean,Entrepreneurship conference,77174,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F54-1061178_990_200906.pdf
0,Program Services,2009,8e4634737545c118cef7be62225c9845f46797eb7d519e59a78d61327926f100,EIN_541061178_YEAR_2009_FORMTYPE_990.pdf,541061178_2009,1,541061178,Russia and the newly independent States,Fund entrepreneurship training center,8588,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F54-1061178_990_200906.pdf
0,,2009,8e4634737545c118cef7be62225c9845f46797eb7d519e59a78d61327926f100,EIN_541061178_YEAR_2009_FORMTYPE_990.pdf,541061178_2009,2,541061178,Totals,,243710,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F54-1061178_990_200906.pdf
1,Fundraising,2009,c71b0097ed1c0f9dc3e675281dfe84bb03b4a9419a1119161596cfb3f717b0a5,EIN_953964928_YEAR_2009_FORMTYPE_990.pdf,953964928_2009,51,953964928,North America,,745897,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F95-3964928_990_200906.pdf
1,Program Services,2009,c71b0097ed1c0f9dc3e675281dfe84bb03b4a9419a1119161596cfb3f717b0a5,EIN_953964928_YEAR_2009_FORMTYPE_990.pdf,953964928_2009,57,953964928,North America,RESEARCH GENOCIDE,1204471,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F95-3964928_990_200906.pdf
1,Program Services,2009,c71b0097ed1c0f9dc3e675281dfe84bb03b4a9419a1119161596cfb3f717b0a5,EIN_953964928_YEAR_2009_FORMTYPE_990.pdf,953964928_2009,1,953964928,Europe (Including Iceland and Greenland),COMBATS ANTISEMITISM,379620,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F95-3964928_990_200906.pdf
1,Program Services,2009,c71b0097ed1c0f9dc3e675281dfe84bb03b4a9419a1119161596cfb3f717b0a5,EIN_953964928_YEAR_2009_FORMTYPE_990.pdf,953964928_2009,2,953964928,Middle East and North Africa,LOCATES WAR CRIMINALS,259074,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F95-3964928_990_200906.pdf
,Program Services,2009,c71b0097ed1c0f9dc3e675281dfe84bb03b4a9419a1119161596cfb3f717b0a5,EIN_953964928_YEAR_2009_FORMTYPE_990.pdf,953964928_2009,1,953964928,South America,COMBATS ANTISEMITISM,60863,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F95-3964928_990_200906.pdf
4,,2009,c71b0097ed1c0f9dc3e675281dfe84bb03b4a9419a1119161596cfb3f717b0a5,EIN_953964928_YEAR_2009_FORMTYPE_990.pdf,953964928_2009,112,953964928,Totals,,2649925,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F95-3964928_990_200906.pdf
1,Fundraising,2010,4e8525e57bf12af5b8eee40a48fb9ce97c2c8f83306630139c2c38f0f9234a78,EIN_953964928_YEAR_2010_FORMTYPE_990.pdf,953964928_2010,28,953964928,North America,,748092,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-3964928_990_201006.pdf
1,Program Services,2010,4e8525e57bf12af5b8eee40a48fb9ce97c2c8f83306630139c2c38f0f9234a78,EIN_953964928_YEAR_2010_FORMTYPE_990.pdf,953964928_2010,36,953964928,North America,RESEARCH GENOCIDE,1377996,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-3964928_990_201006.pdf
1,Program Services,2010,4e8525e57bf12af5b8eee40a48fb9ce97c2c8f83306630139c2c38f0f9234a78,EIN_953964928_YEAR_2010_FORMTYPE_990.pdf,953964928_2010,1,953964928,Europe (Including Iceland and Greenland),COMBAT ANTISEMITISM,359199,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-3964928_990_201006.pdf
1,Program Services,2010,4e8525e57bf12af5b8eee40a48fb9ce97c2c8f83306630139c2c38f0f9234a78,EIN_953964928_YEAR_2010_FORMTYPE_990.pdf,953964928_2010,2,953964928,Middle East and North Africa,LOCATE WAR CRIMINALS,257283,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-3964928_990_201006.pdf
1,Program Services,2010,4e8525e57bf12af5b8eee40a48fb9ce97c2c8f83306630139c2c38f0f9234a78,EIN_953964928_YEAR_2010_FORMTYPE_990.pdf,953964928_2010,1,953964928,South America,COMBAT ANTISEMITISM,61565,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-3964928_990_201006.pdf
5,,2010,4e8525e57bf12af5b8eee40a48fb9ce97c2c8f83306630139c2c38f0f9234a78,EIN_953964928_YEAR_2010_FORMTYPE_990.pdf,953964928_2010,68,953964928,Totals,,2804135,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-3964928_990_201006.pdf
0,Program Services,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,Central America and the Caribbean,"Child Survival, Diaster Relief, Agricultural Development, Development and Relief, Food Security",4627047,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
0,Program Services,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,East Asia and the Pacific,"Capacity Building, Development, Diaster Relief, Health",2355170,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
0,Program Services,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,Europe (Including Iceland & Greenland),Development and Diaster Relief,84691,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
0,Program Services,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,Middle East and North Africa,"Diaster Relief, Development, Health, Education",539169,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
0,Program Services,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,North America,"Education, Development, Child Survival, Clean Water, Diaster and Famine Relief",1900482,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
0,Program Services,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,Russia & the Newly Independent States,"Diaster and Famine Relief, Health & Hygiene, Food Security, Education, Agricultural Development",1246288,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
0,Program Services,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,South America,"Refugee Reintergration, Child Survival, Training & Development, Health & Hygiene, Disaster & Relief",3762580,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
0,Program Services,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,South Asia,"Food Security, Refugee Reintergration, Child Survival, Education & Training, Development, Health & Hygiene, Diaster and Relief",35742835,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
0,,2009,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,521314847_2009,0,521314847,Totals,,50258262,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf
