number_offices,activities_conducted,year,job_id,pdf_key,filing_id,number_employees,ein,region,specific_type_activity,total_expenditures,source_url
8,program services,2009,e5d1be052feaa518db4c27f9e29a843691b194c673330207c6649320109d3646,EIN_386091187_YEAR_2009_FORMTYPE_990.pdf,386091187_2009,62,386091187,middle east and north africa,"bible clubs for children, training individuals & churches to teach bible clubs, provide materials for biblical study",317171,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-6091187_990_200906.pdf
2,program services,2009,e5d1be052feaa518db4c27f9e29a843691b194c673330207c6649320109d3646,EIN_386091187_YEAR_2009_FORMTYPE_990.pdf,386091187_2009,62,386091187,north america,"bible clubs for children, training individuals & churches to teach bible clubs, provide materials for biblical study",205713,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-6091187_990_200906.pdf
12,program services,2009,e5d1be052feaa518db4c27f9e29a843691b194c673330207c6649320109d3646,EIN_386091187_YEAR_2009_FORMTYPE_990.pdf,386091187_2009,156,386091187,russia & newly independent states,"bible clubs for children, training individuals & churches to teach bible clubs, provide materials for biblical study",378248,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-6091187_990_200906.pdf
22,program services,2009,e5d1be052feaa518db4c27f9e29a843691b194c673330207c6649320109d3646,EIN_386091187_YEAR_2009_FORMTYPE_990.pdf,386091187_2009,182,386091187,south america,"bible clubs for children, training individuals & churches to teach bible clubs, provide materials for biblical study",208859,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-6091187_990_200906.pdf
5,program services,2009,e5d1be052feaa518db4c27f9e29a843691b194c673330207c6649320109d3646,EIN_386091187_YEAR_2009_FORMTYPE_990.pdf,386091187_2009,75,386091187,south asia,"bible clubs for children, training individuals & churches to teach bible clubs, provide materials for biblical study",63680,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-6091187_990_200906.pdf
40,"program services, board meeting, kenya national conference, all africa conference",2009,e5d1be052feaa518db4c27f9e29a843691b194c673330207c6649320109d3646,EIN_386091187_YEAR_2009_FORMTYPE_990.pdf,386091187_2009,307,386091187,sub-saharan africa,"bible clubs for children, training individuals & churches to teach bible clubs, provide materials for biblical study",980142,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-6091187_990_200906.pdf
160,,2009,e5d1be052feaa518db4c27f9e29a843691b194c673330207c6649320109d3646,EIN_386091187_YEAR_2009_FORMTYPE_990.pdf,386091187_2009,1827,386091187,Totals,,4506128,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-6091187_990_200906.pdf
21,program services,2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,82,386091187,central american & the caribbean,"BIBLE CLUBS, TEACHER",210104,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
26,"PROGRAM SERVICES, TEACHER TRAINING",2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,585,386091187,EAST ASIA & THE PACIFIC,"BIBLE CLUBS, TEACH",537400,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
33,"PROGRAM SERVICES, CONFERENCES",2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,392,386091187,europe,"BIBLE CLUBS, TEACH",1368222,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
9,"PROGRAM SERVICES, INSTITUTES",2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,96,386091187,middle east and north africa,"BIBLE CLUBS, TEACH",367604,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
2,program services,2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,81,386091187,north america,"BIBLE CLUBS, TEACH",230452,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
12,program services,2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,143,386091187,russia & newly independent states,"BIBLE CLUBS, TEACH",177072,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
14,program services,2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,160,386091187,south america,"BIBLE CLUBS, TEACH",155587,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
5,program services,2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,53,386091187,south asia,"BIBLE CLUBS, TEACH",41405,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
37,PROGRAM SERVICES,2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,331,386091187,sub-saharan africa,"BIBLE CLUBS, TEACH",798865,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
159,,2010,c133c6119323dbac8cd1bce9c4a3b315b5d5dd4abbd1361925a88150d9f2f0db,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,386091187_2010,1923,386091187,Totals,,3886711,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-6091187_990_201006.pdf
0,Grant gift,2009,c01918b2257360801d2a29c3e8bbabb6e5d0e0b8eb734348fafd872543689e7c,EIN_470863999_YEAR_2009_FORMTYPE_990.pdf,470863999_2009,0,470863999,Sub-Saharan Africa,N/A,10000,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F47-0863999_990_200912.pdf
,,2009,c01918b2257360801d2a29c3e8bbabb6e5d0e0b8eb734348fafd872543689e7c,EIN_470863999_YEAR_2009_FORMTYPE_990.pdf,470863999_2009,,470863999,Totals,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F47-0863999_990_200912.pdf
6,PROGRAM SERVICES,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,14,952680390,CENTRAL MMERICA/CARIBBEAN,PROGRAM ADMINISTRATION,418589,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
8,PROGRAM SERVICES,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,14,952680390,SUB-SAHARAN AFRICA,PROGRAM ADMINISTRATION,510533,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
1,PROGRAM SERVICES,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,1,952680390,EUROPE,PROGRAM ADMINISTRATION,1834,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
9,PROGRAM SERVICES,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,18,952680390,EAST ASIA/PACIFIC,PROGRAM ADMINISTRATION,855740,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
5,PROGRAM SERVICE,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,19,952680390,SOUTH AMERICA,PROGRAM ADMINISTRATIOI,564139,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
,GRANTS TO RECIPIENTS,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,,952680390,CENTRAL AMERICA/CARIBBEAN,"HEALTH,EDUCATION,NUTRITION",6671734,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
,GRANTS TO RECIPIENTS,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,,952680390,SUB-SAHARAN AFRICA,"HEALTH,EDUCATION,NUTRITIO N",11999432,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
,GRANTS TO RECIPIENTS,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,,952680390,EUROPE,"HEALTH,EDUCATION,NUTRITIO N",2389826,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
,GRANTS TO RECIPIENTS,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,,952680390,EAST ASIA/PACIFIC,"HEALTH,EDUCATION,NUTRITIO N",5654839,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
29,,2009,7bb5b8617216578eaaf66664932f8a757b7b3d7a75b03190ff84de0041232955,EIN_952680390_YEAR_2009_FORMTYPE_990.pdf,952680390_2009,66,952680390,Totals,,29066666,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F95-2680390_990_200909.pdf
,Grants to recipients in region,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,,952680390,South Asia,,1009421,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
24,,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,51,952680390,Totals,,33502864,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
5,Program services,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,16,952680390,Central America and the Caribbean,"Program admin, monitor/eval",39164,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
,Grants to recipient in region,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,,952680390,Central America and the Caribbean,,3236783,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
4,Program services,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,5,952680390,Sub-Saharan Africa,"Program admin, monitor/evall",14067,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
,Grants to recipient in region,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,,952680390,Sub-Saharan Africa,,25086296,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
,Grants to recipient in region,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,,952680390,Europe (Including Iceland & Greenland),,12074,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
7,Program services,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,17,952680390,East Asia and the Pacific,"Program admin, monitor/eval",77438,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
,Grants to recipient in region,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,,952680390,East Asia and the Pacific,,980358,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
,Grants to recipient in region,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,,952680390,North America,,1580,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
7,Program services,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,11,952680390,South America,"Program admin, monitor/eva",25230,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
,Grants to recipients in region,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,,952680390,South America,,3016798,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
1,Program services,2010,de2156234ecc4df85ea0f1475460cbce518a26dc0fe3fc8820f28d0276784d49,EIN_952680390_YEAR_2010_FORMTYPE_990.pdf,952680390_2010,2,952680390,South Asia,"Program admin, monitor/eval",3655,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-2680390_990_201009.pdf
0,PROGRAM SERVICES,2009,4829a602fc3cbbde31f1a9dc065fe5e71568ecdf466b9524fce6c24cb28c291e,EIN_951744369_YEAR_2009_FORMTYPE_990.pdf,951744369_2009,2,951744369,SUB-SAHARAN AFRICA,FOREIGN STUDIES,765000,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F95-1744369_990_200906.pdf
0,PROGRAM SERVICES,2009,4829a602fc3cbbde31f1a9dc065fe5e71568ecdf466b9524fce6c24cb28c291e,EIN_951744369_YEAR_2009_FORMTYPE_990.pdf,951744369_2009,3,951744369,NORTH AMERICA,OUTREACH MINISTRIES,1379251,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F95-1744369_990_200906.pdf
0,PROGRAM SERVICES,2009,4829a602fc3cbbde31f1a9dc065fe5e71568ecdf466b9524fce6c24cb28c291e,EIN_951744369_YEAR_2009_FORMTYPE_990.pdf,951744369_2009,1,951744369,EUROPE,FOREIGN STUDIES,326000,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F95-1744369_990_200906.pdf
,,2009,4829a602fc3cbbde31f1a9dc065fe5e71568ecdf466b9524fce6c24cb28c291e,EIN_951744369_YEAR_2009_FORMTYPE_990.pdf,951744369_2009,6,951744369,Totals,,2470251,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F95-1744369_990_200906.pdf
0,Program services,2010,c2eae2767ce0016c2d9ab171226257e78cf02e9a8f6ad123a9d85c98aaae4bd4,EIN_951744369_YEAR_2010_FORMTYPE_990.pdf,951744369_2010,2,951744369,Sub-Saharan Africa,Foreign studies,956334,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F95-1744369_990_201006.pdf
0,Program services,2010,c2eae2767ce0016c2d9ab171226257e78cf02e9a8f6ad123a9d85c98aaae4bd4,EIN_951744369_YEAR_2010_FORMTYPE_990.pdf,951744369_2010,3,951744369,North America,O utreach ministries,1127616,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F95-1744369_990_201006.pdf
0,Program services,2010,c2eae2767ce0016c2d9ab171226257e78cf02e9a8f6ad123a9d85c98aaae4bd4,EIN_951744369_YEAR_2010_FORMTYPE_990.pdf,951744369_2010,1,951744369,Europe,Foreign studies,726948,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F95-1744369_990_201006.pdf
0,,2010,c2eae2767ce0016c2d9ab171226257e78cf02e9a8f6ad123a9d85c98aaae4bd4,EIN_951744369_YEAR_2010_FORMTYPE_990.pdf,951744369_2010,6,951744369,Totals,,2810898,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F95-1744369_990_201006.pdf
,,2009,ec41ae32ee0e4364512545a2d7ad1045ca213e293196f2b484a52c7b96cbb290,EIN_250964126_YEAR_2009_FORMTYPE_990.pdf,250964126_2009,,250964126,Totals,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F25-0964126_990_200906.pdf
0,,2010,93da1fc218fb2116d6f63121d826b8cc805710741a1e515142c3b7ddb9b7c2dd,EIN_250964126_YEAR_2010_FORMTYPE_990.pdf,250964126_2010,0,250964126,Totals,,0,https://projects.propublica.org/nonprofits/download-filing?path=2011_04_EO%2F25-0964126_990_201006.pdf
0,grants,2009,b91c0e0b621179864d2e91f66264f4b051094b242a34426e020299f030a048f7,EIN_132992985_YEAR_2009_FORMTYPE_990.pdf,132992985_2009,0,132992985,middle east,,12765819,https://projects.propublica.org/nonprofits/download-filing?path=2010_01_EO%2F13-2992985_990_200901.pdf
,,2009,b91c0e0b621179864d2e91f66264f4b051094b242a34426e020299f030a048f7,EIN_132992985_YEAR_2009_FORMTYPE_990.pdf,132992985_2009,,132992985,Totals,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_01_EO%2F13-2992985_990_200901.pdf
0,grants,2010,dda4b46fd7ade868ad4e33def0016ecd456122ae63c47278007e29540e04d502,EIN_132992985_YEAR_2010_FORMTYPE_990.pdf,132992985_2010,0,132992985,middle east,,11239141,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F13-2992985_990_201001.pdf
0,free loans,2010,dda4b46fd7ade868ad4e33def0016ecd456122ae63c47278007e29540e04d502,EIN_132992985_YEAR_2010_FORMTYPE_990.pdf,132992985_2010,0,132992985,middle east,,416243,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F13-2992985_990_201001.pdf
,,2010,dda4b46fd7ade868ad4e33def0016ecd456122ae63c47278007e29540e04d502,EIN_132992985_YEAR_2010_FORMTYPE_990.pdf,132992985_2010,,132992985,Totals,,11655384,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F13-2992985_990_201001.pdf
,,2010,dda4b46fd7ade868ad4e33def0016ecd456122ae63c47278007e29540e04d502,EIN_132992985_YEAR_2010_FORMTYPE_990.pdf,132992985_2010,,132992985,Totals,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F13-2992985_990_201001.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(12),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(13),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(14),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(15),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(16),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(17),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
0,grants,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,0,132992985,(1) middle east,,10582222,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
0,free loans,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,0,132992985,(2) middle east,,516412,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(3),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(4),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(5),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(6),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(7),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(8),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(9),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(10),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
,,2011,56a1429179d2f6de01ee9389cfc95dcd6c8922b077547fd2b40da8abfd64f153,EIN_132992985_YEAR_2011_FORMTYPE_990.pdf,132992985_2011,,132992985,(11),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F13-2992985_990_201101.pdf
1,PROGRAM SERVICES,2008,104e28a140e4559902225735e8fb46180e8e85b581ffa1d9597e0e752c28d5a8,EIN_510247185_YEAR_2008_FORMTYPE_990.pdf,510247185_2008,3,510247185,EUROPE,,447030,https://projects.propublica.org/nonprofits/download-filing?path=2010_01_EO%2F51-0247185_990_200812.pdf
1,PROGRAM SERVICES,2008,104e28a140e4559902225735e8fb46180e8e85b581ffa1d9597e0e752c28d5a8,EIN_510247185_YEAR_2008_FORMTYPE_990.pdf,510247185_2008,7,510247185,EAST ASIA AND THE PACIFIC,,576350,https://projects.propublica.org/nonprofits/download-filing?path=2010_01_EO%2F51-0247185_990_200812.pdf
2,,2008,104e28a140e4559902225735e8fb46180e8e85b581ffa1d9597e0e752c28d5a8,EIN_510247185_YEAR_2008_FORMTYPE_990.pdf,510247185_2008,10,510247185,Totals,,1023380,https://projects.propublica.org/nonprofits/download-filing?path=2010_01_EO%2F51-0247185_990_200812.pdf
1,PROGRAM SERVICES,2009,fdeffeb1cff7e71588ddfd5bca159ed569a230e976e3c5fc17201ed36e167e1c,EIN_510247185_YEAR_2009_FORMTYPE_990.pdf,510247185_2009,5,510247185,EUROPE,MINISTRY,316450,https://projects.propublica.org/nonprofits/download-filing?path=2010_08_EO%2F51-0247185_990_200912.pdf
1,PROGRAM SERVICES,2009,fdeffeb1cff7e71588ddfd5bca159ed569a230e976e3c5fc17201ed36e167e1c,EIN_510247185_YEAR_2009_FORMTYPE_990.pdf,510247185_2009,4,510247185,EAST ASIA AND THE PACIFIC,MINISTRY,360829,https://projects.propublica.org/nonprofits/download-filing?path=2010_08_EO%2F51-0247185_990_200912.pdf
2,,2009,fdeffeb1cff7e71588ddfd5bca159ed569a230e976e3c5fc17201ed36e167e1c,EIN_510247185_YEAR_2009_FORMTYPE_990.pdf,510247185_2009,9,510247185,Totals,,677279,https://projects.propublica.org/nonprofits/download-filing?path=2010_08_EO%2F51-0247185_990_200912.pdf
,,2010,4c5ba9c1e3bcc2ea835cbcac81f10fc39311be72968c702ee197b79f160c1d65,EIN_510247185_YEAR_2010_FORMTYPE_990.pdf,510247185_2010,,510247185,(12),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F51-0247185_990_201012.pdf
,,2010,4c5ba9c1e3bcc2ea835cbcac81f10fc39311be72968c702ee197b79f160c1d65,EIN_510247185_YEAR_2010_FORMTYPE_990.pdf,510247185_2010,,510247185,(13),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F51-0247185_990_201012.pdf
,,2010,4c5ba9c1e3bcc2ea835cbcac81f10fc39311be72968c702ee197b79f160c1d65,EIN_510247185_YEAR_2010_FORMTYPE_990.pdf,510247185_2010,,510247185,(14),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F51-0247185_990_201012.pdf
,,2010,4c5ba9c1e3bcc2ea835cbcac81f10fc39311be72968c702ee197b79f160c1d65,EIN_510247185_YEAR_2010_FORMTYPE_990.pdf,510247185_2010,,510247185,(15),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F51-0247185_990_201012.pdf
